id,user_id,document_id,action_date,action_id
5519,1,40,2024-01-28 15:04:01,1
5520,8,17,2024-06-15 01:01:33,3
5521,1,15,2024-11-05 19:11:35,1
5522,7,33,2023-10-09 11:59:12,3
5523,3,12,2023-03-27 10:27:47,3
5524,3,16,2023-06-27 14:26:59,2
5525,4,50,2023-08-14 03:32:49,1
5526,9,47,2024-02-06 16:09:50,1
5527,6,48,2024-09-06 23:19:25,1
5528,6,11,2023-06-28 07:01:14,3
5529,4,28,2024-09-11 22:17:24,1
5530,5,32,2023-05-09 15:58:53,3
5531,6,27,2023-05-01 07:57:36,2
5532,4,41,2023-12-25 11:37:29,1
5533,3,34,2024-04-08 12:08:39,2
5534,7,11,2024-10-07 15:29:00,3
5535,10,49,2024-02-04 23:05:17,3
5536,9,18,2024-07-20 20:10:30,1
5537,10,1,2024-11-03 10:25:53,1
5538,3,32,2024-05-12 13:48:07,1
5539,9,47,2023-01-06 21:03:34,2
5540,10,6,2023-08-17 00:58:34,3
5541,2,49,2023-06-05 22:21:16,1
5542,9,47,2024-07-28 20:43:45,2
5543,2,30,2023-02-17 05:50:34,1
5544,6,13,2023-06-20 14:33:44,3
5545,8,24,2024-06-07 10:59:15,3
5546,4,44,2023-10-11 00:30:06,2
5547,10,29,2023-12-22 06:23:49,3
5548,1,22,2023-11-09 12:15:07,3
5549,4,1,2023-10-23 00:57:13,1
5550,1,21,2024-05-01 13:22:20,1
5551,1,39,2024-09-28 03:36:50,1
5552,1,18,2023-04-21 09:53:28,1
5553,9,45,2024-02-16 23:03:17,3
5554,2,30,2023-06-17 20:28:50,3
5555,8,36,2024-12-17 19:31:43,3
5556,7,8,2023-05-27 01:39:33,2
5557,2,17,2023-01-10 15:07:34,3
5558,4,31,2024-07-15 18:16:11,1
5559,9,9,2023-02-15 13:12:08,1
5560,5,18,2023-03-16 08:44:22,3
5561,2,9,2024-01-17 21:08:17,3
5562,8,11,2024-05-08 00:00:47,2
5563,3,25,2023-11-02 09:49:44,1
5564,9,30,2024-09-01 07:15:23,3
5565,4,42,2024-06-09 17:42:42,1
5566,9,19,2023-09-10 09:04:27,1
5567,9,25,2024-08-14 08:35:07,2
5568,5,37,2024-05-28 00:09:44,2
5569,4,25,2023-07-21 04:24:30,1
5570,8,42,2023-09-12 12:27:57,3
5571,4,34,2023-08-09 12:40:25,2
5572,5,21,2023-01-10 17:12:44,3
5573,7,6,2024-10-03 17:49:36,2
5574,10,38,2023-12-06 06:48:15,1
5575,1,13,2024-04-24 15:48:10,1
5576,3,1,2023-10-21 04:57:07,1
5577,3,45,2023-01-10 17:14:27,2
5578,3,34,2024-02-02 23:50:19,1
5579,8,7,2024-04-07 13:56:42,3
5580,7,22,2023-02-26 10:06:27,2
5581,10,43,2023-05-17 00:46:09,1
5582,7,32,2024-06-14 09:22:23,1
5583,10,49,2024-07-05 04:11:36,1
5584,1,28,2023-09-10 07:25:57,2
5585,7,24,2023-02-04 10:34:20,3
5586,9,14,2024-04-11 10:26:02,3
5587,10,28,2023-05-02 04:57:23,3
5588,5,18,2024-06-20 05:39:45,2
5589,10,8,2023-03-09 15:57:22,2
5590,1,13,2024-03-09 08:50:53,1
5591,5,17,2023-12-07 09:52:12,2
5592,6,26,2024-03-05 18:20:47,2
5593,10,24,2024-01-13 08:24:04,2
5594,5,40,2024-05-18 02:22:34,2
5595,6,11,2024-01-03 09:37:57,3
5596,4,17,2024-03-27 08:51:26,2
5597,4,6,2023-03-17 05:06:04,2
5598,4,10,2024-11-06 11:28:38,2
5599,1,22,2024-05-13 09:15:13,3
5600,4,20,2024-04-19 14:47:30,3
5601,10,40,2023-08-06 08:32:31,1
5602,7,20,2023-08-04 17:09:07,3
5603,9,21,2024-09-12 04:05:18,1
5604,9,23,2023-09-10 21:44:43,1
5605,2,38,2023-04-15 07:38:21,3
5606,9,7,2023-09-25 01:58:39,1
5607,4,9,2023-06-06 20:54:12,3
5608,9,49,2023-10-20 05:01:11,3
5609,1,21,2023-04-02 16:59:36,3
5610,5,8,2023-04-30 18:06:26,3
5611,4,15,2024-05-11 12:22:14,3
5612,9,43,2023-09-24 08:41:55,3
5613,9,44,2024-11-06 01:24:39,3
5614,8,29,2023-03-24 01:17:46,1
5615,6,41,2024-04-18 23:26:07,2
5616,10,16,2023-05-15 14:54:00,1
5617,9,35,2023-01-10 13:46:00,1
5618,8,37,2024-07-15 00:15:27,2
5619,2,18,2024-04-02 00:34:33,1
5620,3,44,2023-03-10 20:36:18,1
5621,8,27,2024-09-06 21:55:21,3
5622,5,8,2023-04-26 10:08:14,3
5623,4,20,2023-11-15 19:31:49,3
5624,9,38,2024-03-20 07:34:44,1
5625,3,36,2023-07-18 07:53:39,3
5626,3,8,2024-08-19 17:19:49,3
5627,4,22,2024-01-31 04:11:05,1
5628,3,31,2024-09-12 04:17:28,3
5629,8,14,2023-05-21 13:14:21,2
5630,4,48,2023-07-02 20:44:28,3
5631,1,30,2023-12-25 17:31:15,3
5632,2,7,2023-02-02 10:34:48,3
5633,3,31,2024-10-31 09:32:37,3
5634,4,12,2023-03-12 15:10:05,3
5635,4,15,2024-07-06 02:16:40,2
5636,3,46,2023-07-16 22:24:10,3
5637,1,49,2023-05-24 07:38:26,3
5638,1,7,2024-03-05 05:35:16,2
5639,6,39,2023-06-09 16:50:54,3
5640,7,17,2024-11-08 14:35:44,1
5641,9,43,2024-08-25 05:57:19,2
5642,1,31,2024-11-20 13:40:46,2
5643,10,49,2024-07-01 02:27:27,2
5644,1,17,2023-09-12 06:22:23,2
5645,6,41,2024-09-22 08:58:00,2
5646,3,8,2024-11-03 18:55:58,3
5647,8,20,2023-02-04 07:26:42,1
5648,9,13,2024-11-20 13:40:38,1
5649,8,15,2023-06-03 08:39:46,3
5650,7,38,2023-02-10 23:07:43,3
5651,6,49,2024-08-31 17:36:51,1
5652,9,33,2024-05-07 04:41:22,1
5653,2,36,2024-06-19 09:12:09,2
5654,9,46,2023-02-20 02:25:54,1
5655,2,10,2024-01-17 21:20:57,2
5656,7,14,2024-10-07 03:07:07,3
5657,3,7,2024-08-14 19:09:30,1
5658,8,13,2024-11-18 17:07:10,2
5659,8,25,2023-11-07 12:06:44,2
5660,6,5,2023-08-04 09:21:37,2
5661,3,44,2024-03-26 04:56:45,1
5662,7,30,2023-06-02 01:25:09,3
5663,8,18,2023-10-19 04:30:36,2
5664,8,10,2024-09-15 04:17:05,2
5665,4,2,2023-04-09 05:20:02,1
5666,8,10,2024-05-19 10:18:01,2
5667,1,4,2024-12-11 04:01:37,1
5668,10,34,2024-11-19 01:23:07,3
5669,9,2,2023-12-13 20:53:57,1
5670,7,44,2024-11-22 21:36:09,3
5671,2,26,2023-12-29 21:49:31,2
5672,4,47,2024-05-30 00:20:54,1
5673,5,7,2024-05-16 13:34:40,1
5674,2,40,2023-11-25 01:28:13,3
5675,5,37,2024-03-25 01:52:10,1
5676,5,2,2024-02-16 08:51:50,3
5677,2,47,2023-05-18 20:18:54,3
5678,3,38,2024-03-15 02:36:34,1
5679,8,26,2024-08-18 20:15:33,1
5680,3,5,2024-11-12 13:01:58,1
5681,7,23,2024-11-10 15:57:53,3
5682,2,30,2024-02-15 17:19:31,2
5683,3,9,2024-07-05 00:04:20,3
5684,6,19,2024-04-26 20:50:56,1
5685,10,23,2023-11-20 07:01:07,1
5686,4,30,2024-01-14 13:38:21,2
5687,10,2,2023-02-14 02:31:11,3
5688,6,43,2024-04-17 08:11:23,3
5689,10,38,2023-12-14 17:33:15,2
5690,9,5,2024-11-28 13:19:57,1
5691,7,1,2023-10-19 19:11:31,1
5692,7,30,2024-07-25 04:43:50,3
5693,8,46,2024-09-18 02:35:10,3
5694,7,17,2024-08-11 22:12:21,3
5695,7,47,2024-10-23 15:14:53,3
5696,2,44,2023-03-27 19:21:35,2
5697,8,17,2023-06-02 00:05:53,2
5698,1,7,2024-03-04 18:20:04,1
5699,3,37,2024-02-27 21:47:27,3
5700,4,47,2024-08-11 16:56:58,3
5701,4,14,2023-10-10 23:58:12,3
5702,3,4,2023-08-15 20:58:21,2
5703,6,12,2023-03-07 00:36:06,3
5704,7,40,2023-07-27 01:06:47,1
5705,6,3,2023-09-27 09:58:26,2
5706,3,23,2024-06-30 16:36:12,2
5707,3,17,2024-12-27 08:13:58,1
5708,9,34,2023-10-14 02:35:36,1
5709,2,43,2023-06-15 23:37:16,3
5710,10,21,2024-11-18 07:34:18,3
5711,7,27,2023-03-01 14:21:10,2
5712,1,35,2023-02-12 00:48:20,3
5713,6,7,2024-05-29 19:55:07,2
5714,8,37,2023-01-05 15:24:51,1
5715,2,43,2024-06-17 02:53:23,1
5716,5,7,2024-09-14 05:24:06,2
5717,6,16,2024-09-10 15:51:28,2
5718,9,28,2023-09-22 21:31:43,2
5719,8,31,2023-11-29 14:29:59,2
5720,10,43,2024-12-27 07:06:42,1
5721,4,23,2024-03-03 05:21:18,3
5722,8,22,2024-12-27 02:59:47,2
5723,6,23,2024-01-21 21:50:38,1
5724,7,24,2023-05-12 01:16:59,1
5725,2,18,2023-01-05 04:43:41,2
5726,5,43,2023-03-19 08:59:30,1
5727,2,1,2023-05-14 17:23:14,2
5728,6,50,2024-07-03 07:11:43,3
5729,9,43,2023-02-10 12:11:32,3
5730,4,23,2023-06-26 13:29:43,2
5731,10,2,2024-04-12 06:22:18,2
5732,5,45,2023-12-24 17:43:25,2
5733,2,49,2024-03-22 13:25:53,2
5734,10,33,2024-01-23 02:46:31,3
5735,7,2,2024-09-15 01:53:31,2
5736,7,33,2023-10-09 08:33:04,3
5737,3,45,2024-10-26 02:33:20,2
5738,7,28,2024-05-17 11:49:28,2
5739,9,12,2024-11-06 07:55:02,1
5740,10,45,2023-08-09 13:21:30,1
5741,3,25,2023-01-21 12:24:19,2
5742,2,48,2023-04-04 14:29:52,3
5743,2,30,2023-03-26 14:00:16,3
5744,8,49,2023-12-31 19:13:10,2
5745,4,27,2023-12-27 12:28:16,1
5746,8,6,2024-08-14 03:00:52,2
5747,1,24,2023-09-27 16:41:44,1
5748,10,6,2023-09-21 17:02:55,3
5749,6,21,2024-05-07 14:11:05,2
5750,6,49,2024-12-28 06:41:57,1
5751,4,33,2024-03-17 10:00:54,2
5752,6,39,2024-09-24 17:40:37,1
5753,8,48,2023-10-28 15:42:18,2
5754,2,24,2023-03-24 05:02:50,2
5755,9,28,2024-02-11 06:07:42,1
5756,9,27,2023-02-22 20:50:59,1
5757,2,44,2023-11-05 06:48:52,1
5758,7,23,2023-10-25 04:56:27,3
5759,3,30,2024-08-28 18:18:36,2
5760,8,46,2023-01-25 13:09:03,3
5761,6,42,2023-11-15 05:24:18,1
5762,10,26,2023-12-10 10:16:00,3
5763,8,25,2023-06-18 09:34:10,1
5764,6,2,2023-03-09 19:20:05,1
5765,6,42,2023-02-07 03:16:56,2
5766,6,26,2024-03-08 13:42:29,1
5767,1,38,2023-01-29 10:07:33,3
5768,3,36,2023-05-15 04:10:55,1
5769,3,3,2023-04-05 01:40:56,3
5770,9,16,2024-05-27 14:28:00,1
5771,7,35,2023-10-25 02:06:36,1
5772,8,15,2023-02-06 08:17:08,1
5773,7,9,2023-01-18 02:37:21,2
5774,2,20,2023-09-23 22:07:10,2
5775,10,26,2023-02-14 05:11:25,1
5776,9,21,2024-02-28 12:22:09,2
5777,3,39,2024-08-01 21:36:34,1
5778,10,13,2024-11-02 04:20:46,3
5779,8,14,2023-05-28 00:49:24,2
5780,7,15,2024-04-26 18:49:59,2
5781,6,24,2024-03-08 17:54:06,1
5782,6,17,2024-04-15 23:42:41,1
5783,2,34,2023-01-04 14:52:45,1
5784,7,40,2023-03-24 18:55:18,1
5785,2,47,2023-06-05 16:17:45,1
5786,8,20,2023-04-19 05:49:19,1
5787,10,18,2024-01-18 22:07:44,3
5788,6,17,2024-06-06 11:36:33,3
5789,5,49,2024-07-19 10:41:50,2
5790,2,6,2023-08-31 04:40:48,3
5791,4,15,2024-01-26 21:17:03,3
5792,9,17,2024-01-06 06:27:21,2
5793,2,14,2023-10-18 13:19:57,1
5794,8,3,2024-07-04 08:43:13,2
5795,10,19,2024-01-16 08:20:35,2
5796,1,19,2023-08-19 02:52:59,3
5797,10,42,2024-10-03 21:43:29,1
5798,1,50,2023-06-16 17:34:50,1
5799,9,7,2023-08-19 00:00:07,3
5800,10,49,2023-12-12 21:31:33,2
5801,3,27,2023-09-22 17:33:37,3
5802,9,18,2023-05-29 20:30:34,3
5803,6,16,2023-11-29 11:48:09,1
5804,2,48,2023-03-31 22:08:07,3
5805,7,18,2023-07-02 08:09:18,1
5806,9,46,2023-06-08 15:26:25,1
5807,7,43,2024-07-30 14:13:34,3
5808,9,6,2023-06-04 21:22:10,1
5809,6,32,2024-05-26 21:26:30,3
5810,8,4,2024-01-21 14:10:05,1
5811,4,9,2023-01-08 19:04:52,1
5812,7,34,2023-11-12 00:19:02,3
5813,8,35,2024-01-20 19:34:51,3
5814,10,32,2024-07-30 17:47:59,3
5815,9,10,2024-12-04 19:16:38,2
5816,4,21,2023-07-09 03:10:40,2
5817,7,22,2024-12-23 07:38:56,3
5818,7,21,2023-02-04 02:42:53,3
5819,9,36,2024-05-15 05:55:10,2
5820,6,23,2023-09-22 10:47:41,2
5821,7,50,2023-01-18 08:48:53,1
5822,3,7,2024-05-25 03:21:51,2
5823,2,14,2024-06-21 03:46:36,3
5824,2,29,2023-02-18 06:52:49,2
5825,3,21,2024-10-27 14:43:49,2
5826,9,31,2023-12-01 19:40:05,2
5827,10,12,2023-02-28 20:41:58,1
5828,2,4,2024-01-07 11:20:01,2
5829,4,49,2023-03-25 22:49:16,2
5830,8,4,2023-04-16 21:15:31,2
5831,5,28,2024-07-16 09:00:17,3
5832,4,14,2024-09-06 01:04:06,1
5833,4,18,2024-06-08 05:37:44,3
5834,2,27,2024-06-14 06:59:26,2
5835,7,50,2023-09-13 10:47:46,3
5836,6,22,2024-12-09 22:21:42,3
5837,8,38,2023-06-19 14:29:13,1
5838,7,12,2024-10-05 07:24:12,2
5839,7,43,2024-06-30 16:14:26,2
5840,10,14,2023-10-01 09:34:16,3
5841,5,13,2023-04-15 04:10:15,1
5842,1,40,2023-12-07 17:35:01,2
5843,8,35,2024-12-29 15:31:52,1
5844,9,18,2024-02-03 10:11:41,2
5845,10,21,2024-03-24 01:55:49,3
5846,9,18,2024-10-14 15:52:51,3
5847,1,12,2024-12-12 07:53:17,2
5848,3,8,2023-10-14 12:12:58,2
5849,3,46,2024-02-19 19:36:24,1
5850,9,42,2024-03-04 09:46:32,2
5851,9,50,2023-02-03 04:51:09,1
5852,3,13,2024-04-15 00:15:05,3
5853,8,45,2023-12-09 06:21:52,2
5854,1,22,2023-01-02 18:48:37,1
5855,3,18,2023-02-25 00:39:43,3
5856,2,18,2023-06-06 22:57:01,2
5857,5,49,2024-01-08 09:03:26,1
5858,8,21,2023-12-15 18:29:18,3
5859,2,29,2024-12-19 04:29:46,3
5860,5,19,2023-12-07 18:09:04,3
5861,1,36,2023-01-19 11:13:38,3
5862,6,48,2023-11-02 01:21:05,2
5863,2,46,2024-01-27 04:34:21,3
5864,8,49,2024-08-23 11:31:41,2
5865,5,1,2024-01-13 12:37:48,1
5866,8,35,2024-07-02 21:35:24,2
5867,8,26,2023-07-05 07:49:19,2
5868,4,23,2024-07-12 08:31:10,2
5869,9,8,2023-10-30 17:51:57,1
5870,2,10,2023-12-16 09:27:45,1
5871,4,45,2023-02-09 00:54:03,1
5872,4,26,2023-03-30 06:56:01,1
5873,1,8,2024-11-19 12:13:53,1
5874,4,31,2024-11-29 12:31:10,3
5875,7,48,2023-10-12 20:26:43,1
5876,6,23,2023-06-28 23:47:32,3
5877,8,26,2023-03-03 09:53:33,1
5878,2,5,2024-09-08 07:02:41,1
5879,4,32,2024-04-26 03:05:08,2
5880,5,5,2023-03-13 04:19:42,1
5881,3,6,2023-04-17 18:08:39,3
5882,8,6,2024-06-05 08:05:38,1
5883,7,5,2024-01-10 21:07:12,1
5884,9,37,2023-04-17 17:00:48,3
5885,10,41,2023-07-01 03:54:29,2
5886,8,37,2023-04-11 12:03:36,3
5887,5,41,2023-12-30 03:57:48,3
5888,1,43,2024-09-03 20:53:33,2
5889,1,20,2024-03-07 23:04:29,3
5890,2,10,2024-11-07 04:55:10,2
5891,3,25,2024-08-18 19:42:28,1
5892,10,32,2023-11-01 04:24:26,2
5893,4,2,2023-05-08 01:18:55,3
5894,8,35,2023-10-05 01:57:24,3
5895,4,37,2023-01-08 11:42:04,2
5896,9,22,2023-04-10 19:36:32,3
5897,5,35,2023-10-23 01:43:46,3
5898,6,42,2023-09-19 12:47:45,3
5899,3,39,2023-03-10 01:02:14,1
5900,8,45,2023-08-30 07:35:23,1
5901,3,23,2023-01-02 09:35:36,2
5902,8,34,2023-05-06 08:17:08,3
5903,3,19,2024-10-26 14:10:55,3
5904,4,27,2024-07-20 20:59:12,2
5905,1,36,2024-06-12 07:10:54,2
5906,8,18,2023-04-27 01:09:08,2
5907,3,10,2023-09-05 19:16:04,2
5908,2,5,2023-02-20 05:10:26,1
5909,2,21,2023-07-01 15:39:33,2
5910,10,48,2023-08-29 01:34:30,1
5911,3,50,2023-08-26 23:34:48,2
5912,4,26,2023-09-01 20:21:52,1
5913,1,12,2023-12-08 23:42:14,1
5914,7,33,2024-08-19 14:24:09,2
5915,5,17,2024-08-16 16:10:53,3
5916,3,33,2024-09-28 14:22:28,2
5917,2,32,2024-02-21 01:56:10,2
5918,6,22,2023-03-05 14:02:20,1
5919,9,16,2024-12-05 04:24:11,1
5920,1,36,2024-09-09 18:45:29,1
5921,1,32,2023-04-27 16:01:06,2
5922,8,8,2024-08-06 23:17:10,3
5923,5,10,2024-11-27 07:09:37,1
5924,8,35,2024-05-31 18:55:45,3
5925,1,10,2024-10-14 17:10:13,1
5926,7,46,2023-10-03 10:03:26,1
5927,5,4,2023-06-04 03:44:27,2
5928,5,1,2023-09-17 22:48:58,1
5929,9,35,2024-05-02 08:07:38,2
5930,1,30,2023-02-28 20:18:38,1
5931,9,28,2024-10-10 07:55:48,3
5932,5,43,2023-04-28 22:25:17,2
5933,3,14,2024-11-30 13:03:49,1
5934,5,10,2024-06-13 08:43:35,1
5935,10,1,2024-01-02 20:41:55,2
5936,10,42,2023-05-10 02:47:25,3
5937,2,2,2023-12-13 03:34:34,1
5938,8,34,2024-06-29 20:50:24,2
5939,3,47,2024-06-06 19:56:38,3
5940,6,10,2024-04-30 01:36:22,1
5941,4,34,2024-06-17 03:23:05,1
5942,8,49,2023-09-17 19:08:24,2
5943,5,17,2023-01-22 06:50:20,2
5944,3,47,2024-09-07 07:11:52,2
5945,9,45,2023-01-09 13:05:02,1
5946,9,41,2024-07-06 02:59:09,3
5947,3,15,2024-05-19 12:12:13,1
5948,2,4,2024-03-21 07:35:56,3
5949,6,5,2023-03-04 08:09:34,3
5950,2,3,2023-10-22 09:39:03,3
5951,9,39,2024-01-17 05:20:03,3
5952,4,38,2023-08-22 23:11:53,2
5953,5,17,2023-04-26 09:24:57,3
5954,4,20,2023-02-08 23:13:38,1
5955,1,8,2024-04-21 16:04:45,3
5956,8,43,2024-12-17 07:33:20,3
5957,4,32,2024-12-22 12:06:23,3
5958,2,42,2024-12-28 04:25:19,2
5959,5,30,2024-10-05 05:31:24,2
5960,1,36,2024-06-09 15:53:33,3
5961,4,22,2024-06-17 23:54:43,3
5962,7,21,2023-11-15 00:23:29,2
5963,6,12,2024-08-03 06:31:24,1
5964,9,40,2024-03-27 13:37:09,2
5965,2,40,2024-09-13 21:12:33,1
5966,2,8,2024-09-02 08:47:53,3
5967,6,34,2023-11-27 06:09:19,3
5968,4,8,2023-08-17 20:31:19,2
5969,4,26,2024-05-05 04:34:36,1
5970,8,6,2024-04-09 12:53:46,1
5971,2,40,2024-08-26 21:02:19,3
5972,6,42,2023-02-05 14:25:56,1
5973,8,5,2023-11-22 18:58:49,2
5974,9,8,2024-08-25 10:32:40,1
5975,2,16,2024-01-28 22:36:58,3
5976,4,6,2023-03-17 05:03:41,1
5977,6,23,2024-11-03 22:29:34,1
5978,8,11,2023-07-11 20:40:09,2
5979,3,36,2024-04-20 10:42:50,1
5980,7,33,2024-12-10 11:19:15,2
5981,9,25,2024-02-04 17:20:07,1
5982,10,11,2024-08-24 08:27:45,2
5983,1,20,2024-11-11 21:01:32,1
5984,2,2,2024-03-26 16:57:50,3
5985,10,38,2023-03-31 14:56:20,1
5986,8,46,2024-08-31 19:25:37,2
5987,6,40,2024-12-13 12:14:46,3
5988,3,18,2023-10-29 16:58:58,2
5989,2,47,2023-03-07 18:48:52,3
5990,7,50,2024-02-04 23:54:56,2
5991,3,8,2023-10-30 04:47:14,2
5992,3,19,2023-03-01 17:27:17,1
5993,7,34,2024-10-29 10:54:43,3
5994,1,46,2023-05-03 09:48:31,1
5995,8,24,2023-02-17 00:03:42,3
5996,6,34,2023-03-06 20:17:24,3
5997,8,7,2023-07-02 05:37:10,1
5998,7,44,2023-05-21 03:14:19,3
5999,7,41,2023-10-19 13:18:11,3
6000,3,6,2023-10-01 01:33:30,3
6001,7,36,2023-05-31 16:56:32,1
6002,8,41,2024-09-30 07:53:22,3
6003,10,31,2023-07-14 03:19:09,2
6004,2,37,2023-08-25 00:48:35,2
6005,5,23,2023-05-10 08:19:00,3
6006,4,2,2024-11-15 05:13:40,1
6007,10,9,2024-03-01 02:07:26,3
6008,8,14,2024-08-27 03:34:04,2
6009,4,42,2023-10-13 18:37:53,1
6010,10,8,2023-05-08 21:47:48,3
6011,10,29,2023-10-13 18:43:55,2
6012,1,10,2023-05-06 12:10:49,3
6013,1,29,2023-03-18 00:52:33,3
6014,6,11,2024-10-31 12:38:05,1
6015,6,16,2023-12-29 08:58:11,1
6016,2,37,2023-03-11 23:05:20,3
6017,8,2,2024-10-19 22:00:51,2
6018,3,12,2024-09-08 01:58:46,2
6019,8,37,2023-02-02 12:22:06,2
6020,1,13,2024-11-29 21:32:12,1
6021,1,1,2023-12-12 21:38:12,2
6022,9,25,2024-10-09 10:12:23,2
6023,1,43,2023-07-07 03:47:44,2
6024,7,2,2024-09-06 10:37:34,3
6025,2,43,2023-05-13 21:55:54,2
6026,1,27,2023-11-17 17:48:04,2
6027,7,13,2024-10-31 23:01:28,3
6028,8,44,2024-01-05 08:38:17,2
6029,6,26,2023-10-06 13:06:20,2
6030,5,1,2024-07-11 14:48:22,3
6031,2,7,2024-06-21 10:25:49,3
6032,1,21,2023-03-31 12:46:33,1
6033,3,28,2024-02-24 06:41:49,3
6034,1,49,2024-09-01 13:20:37,3
6035,4,1,2024-03-09 17:31:35,2
6036,8,26,2023-12-11 19:22:15,2
6037,3,27,2023-04-19 06:56:52,1
6038,8,48,2024-02-04 08:25:14,2
6039,6,46,2023-12-17 12:40:09,3
6040,1,8,2023-05-04 02:17:01,2
6041,3,19,2024-03-30 10:39:25,2
6042,3,26,2023-03-03 00:10:25,1
6043,2,45,2024-10-24 21:05:55,3
6044,9,50,2023-09-16 13:13:19,1
6045,3,15,2023-02-09 04:50:05,2
6046,3,44,2024-01-09 06:51:50,1
6047,10,2,2024-10-26 08:24:26,2
6048,8,17,2023-06-03 08:18:42,1
6049,2,47,2024-12-13 08:55:26,3
6050,7,36,2023-06-08 11:45:30,2
6051,8,11,2023-02-08 15:04:20,1
6052,1,30,2023-05-19 00:37:23,3
6053,5,43,2023-01-06 19:58:43,3
6054,6,13,2024-10-25 12:28:58,3
6055,3,14,2024-04-09 22:02:17,3
6056,1,36,2024-08-29 13:04:58,3
6057,7,15,2024-01-06 14:38:31,2
6058,10,9,2023-03-27 12:58:37,2
6059,10,8,2024-01-29 07:29:58,3
6060,1,24,2024-04-22 03:52:56,1
6061,8,20,2024-09-07 07:34:18,2
6062,5,32,2024-11-02 08:10:49,3
6063,6,30,2023-03-06 15:30:02,3
6064,5,34,2024-03-05 02:03:34,3
6065,1,20,2024-10-02 09:56:43,1
6066,1,50,2023-03-27 23:31:43,3
6067,7,4,2023-03-06 00:34:08,1
6068,3,2,2024-03-25 06:15:15,2
6069,9,23,2023-11-25 10:38:52,1
6070,9,34,2024-05-07 12:14:51,2
6071,6,33,2023-08-04 06:41:32,1
6072,10,14,2023-10-06 04:35:14,3
6073,2,35,2024-06-27 22:24:15,2
6074,4,14,2024-04-05 04:34:01,2
6075,2,36,2023-11-24 13:25:49,3
6076,1,27,2024-07-30 07:37:40,2
6077,8,47,2023-04-26 17:31:21,1
6078,7,1,2023-10-29 06:08:38,1
6079,8,14,2023-02-18 09:26:49,2
6080,5,36,2024-08-16 18:08:12,3
6081,5,34,2023-09-27 04:02:16,2
6082,7,34,2024-11-19 19:15:19,3
6083,2,19,2024-07-30 04:28:06,3
6084,1,18,2023-01-29 11:37:36,3
6085,7,40,2023-02-19 17:08:18,2
6086,10,45,2024-05-15 03:27:54,2
6087,8,45,2024-09-30 16:09:21,2
6088,4,18,2024-12-18 10:06:34,2
6089,5,3,2024-11-27 16:34:30,3
6090,6,32,2023-06-24 20:09:08,2
6091,10,47,2024-01-17 07:06:49,1
6092,1,14,2023-02-08 19:29:58,3
6093,4,24,2023-02-07 18:23:12,2
6094,5,3,2024-03-22 01:37:48,3
6095,5,18,2023-04-18 14:36:51,3
6096,1,19,2023-09-23 15:28:26,1
6097,10,50,2024-07-20 08:27:25,1
6098,3,42,2023-07-09 18:27:15,2
6099,5,28,2023-06-07 12:12:18,1
6100,4,41,2024-12-10 08:12:36,2
6101,9,33,2023-09-10 12:15:35,1
6102,9,45,2023-04-29 22:55:16,1
6103,2,36,2024-04-05 08:40:21,3
6104,1,13,2023-07-22 04:19:20,2
6105,6,29,2024-07-17 12:35:52,2
6106,8,25,2024-04-03 14:41:33,2
6107,2,29,2024-06-04 00:04:57,3
6108,9,45,2023-11-24 21:29:12,2
6109,8,8,2023-06-14 21:41:54,3
6110,5,32,2024-11-13 12:29:24,2
6111,9,31,2023-04-10 22:48:44,3
6112,4,13,2023-09-27 13:06:12,2
6113,8,20,2023-06-23 07:48:38,2
6114,4,16,2023-11-29 21:05:31,2
6115,2,34,2024-11-28 18:47:48,1
6116,5,16,2024-09-01 04:13:29,1
6117,3,8,2023-07-20 05:08:38,1
6118,1,40,2023-08-14 21:16:26,3
6119,6,45,2023-03-19 06:10:03,2
6120,10,50,2024-11-23 02:42:36,2
6121,5,10,2024-09-25 09:23:44,1
6122,6,39,2023-06-29 06:12:19,2
6123,5,17,2024-05-22 20:45:01,1
6124,8,37,2024-06-26 23:50:48,3
6125,4,45,2024-10-05 22:12:27,3
6126,7,41,2024-03-23 15:46:09,1
6127,1,37,2023-05-14 15:02:34,2
6128,4,18,2024-08-03 07:21:03,3
6129,10,43,2024-05-06 08:10:07,2
6130,6,50,2023-08-07 06:34:46,3
6131,3,36,2024-02-19 07:30:04,2
6132,9,2,2023-06-19 05:47:15,3
6133,5,19,2024-05-24 17:43:09,2
6134,7,32,2023-09-13 07:04:22,1
6135,10,25,2023-10-23 20:15:27,2
6136,8,23,2023-07-08 05:41:54,1
6137,8,42,2024-02-03 19:59:08,3
6138,10,1,2023-08-16 17:38:44,1
6139,6,34,2024-09-25 10:12:53,3
6140,6,8,2023-11-10 15:23:32,2
6141,8,21,2023-01-12 20:25:51,1
6142,4,29,2024-06-18 18:08:55,1
6143,5,36,2023-06-10 17:01:58,1
6144,8,33,2023-03-02 14:28:00,1
6145,9,9,2024-06-10 11:43:03,3
6146,8,25,2024-10-03 03:01:45,1
6147,5,26,2024-08-18 00:57:27,1
6148,5,35,2023-05-08 10:05:25,2
6149,8,1,2023-12-21 20:56:36,2
6150,9,8,2023-08-06 11:44:54,3
6151,2,8,2023-11-16 01:03:01,1
6152,4,2,2023-05-18 01:38:02,2
6153,6,8,2024-11-06 08:13:59,2
